----------------------------------------------------------------- CORRECT -----------------------------------------------------------------
               label                   before                    after                  partial                    abses                       ID
              '14.5'                   '14\n'                    '1.4'                     0.75        1.903448275862069                   269840
              '-6.8'                  '668\n'                   '66.8'                      1.0       11.823529411764705                   269842
                 '7'                   '2.\n'                      '2'                      0.0       1.7142857142857144                   269844
                '10'                   '(0\n'                      '0'                      0.5                      2.0                   269845
                '10'                   'JU\n'                       ''                        0                        0                   269847
              '14.0'                  'lic\n'                    '1.1'                     0.75       1.9214285714285715                   269848
                '10'                   '20\n'                    '2.0'                      0.5                      1.8                   269853
                '10'                   'To\n'                      '0'                      0.5                      2.0                   269855
                 'x'                 'Y\nX\n'                     '4x'                      1.0                        0                   269859
                 '9'                       ''                       ''                        0                        0                   269862
                 'x'                       ''                       ''                        0                        0                   269863
                 '1'                       ''                       ''                        0                        0                   269864
                 '1'                       ''                       ''                        0                        0                   269865
                 '9'                       ''                       ''                        0                        0                   269866
                 'x'                    'i\n'                      '1'                      0.0                        0                   269867
                 '9'                       ''                       ''                        0                        0                   269870
              '-8.0'                '~8,00\n'                    '8.0'                     0.75                      3.0                   270338
                 '7'                    '&\n'                       ''                        0                        0                   270340
                '10'                   '01\n'                     '01'                      1.0                      1.9                   270341
              '13.0'                   '13\n'                    '1.3'                     0.75                      1.9                   270344
              '-5.2'                  '5.2\n'                    '5.2'                     0.75                      3.0                   270346
                 '5'                    '3\n'                      '3'                      0.0                      1.4                   270349
                 '5'                       ''                       ''                        0                        0                   270350
                '10'                  '110\n'                   '11.0'                      1.5                      0.9                   270351
              '-4.6'                  '4.6\n'                    '4.6'                     0.75                      3.0                   270354
                '10'                   '20\n'                    '2.0'                      0.5                      1.8                   270359
              '15.3'                 '18.3\n'                   '18.3'                     0.75        0.803921568627451                   270360
              '-4.7'                   '47\n'                    '4.7'                     0.75                      3.0                   270362
                '10'                   'co\n'                      '0'                      0.5                      2.0                   270365
                '10'                       ''                       ''                        0                        0                   270367
                 '4'                       ''                       ''                        0                        0                   270368
                 'x'                       ''                       ''                        0                        0                   270371
                 '7'                       ''                       ''                        0                        0                   270373
                 '7'                       ''                       ''                        0                        0                   270374
                 'x'                       ''                       ''                        0                        0                   270375
                 '6'                       ''                       ''                        0                        0                   270376
                '11'                   '//\n'                    '1.1'                      1.0                      1.9                   270377
                 '9'                       ''                       ''                        0                        0                   270378
                 '6'                    'L\n'                       ''                        0                        0                   270380
                '12'                   '12\n'                    '1.2'                      1.0                      1.9                   270381
                 '9'                       ''                       ''                        0                        0                   270382
                 'x'                 'X\n1\n'                     'x1'                      1.0                        0                   270383
             '757.5'               '757.62\n'                  '757.6'                      0.8       0.9998679867986798                   270593
              '-5.4'                  '5.4\n'                    '5.4'                     0.75                      3.0                   270594
                 '7'                       ''                       ''                        0                        0                   270596
                '10'                   '70\n'                    '7.0'                      0.5                      1.3                   270597
              '11.3'                   'li\n'                    '1.1'                     0.75       1.9026548672566372                   270600
              '-5.2'                '- 512\n'                  '-51.2'                      1.0       -7.846153846153847                   270602
                 '7'                       ''                       ''                        0                        0                   270604
                '10'                   '12\n'                    '1.2'                      0.5       1.8800000000000001                   270607
              '15.3'              '783\nCA\n'                  '783.4'                      0.5       -49.20261437908496                   270608
              '51.5'                  'S7,\n'                    '5.7'                      0.5       1.8893203883495144                   270609
              '-3.0'                  '3.0\n'                    '3.0'                     0.75                      3.0                   270610
              '15.0'                   '+1\n'                      '1'                     0.25       1.9333333333333333                   270616
              '49.6'                 'Y9.4\n'                   '49.4'                      1.0       1.0040322580645162                   270617
              '-2.4'                  '2,4\n'                    '2.4'                     0.75                      3.0                   270618
                '10'                    '0\n'                      '0'                      0.5                      2.0                   270623
                 '5'                       ''                       ''                        0                        0                   270624
                 '9'                       ''                       ''                        0                        0                   270626
                '13'                  '13.\n'                    '1.3'                      1.0                      1.9                   270629
                '12'                  '22)\n'                    '2.2'                      1.0       1.8166666666666669                   270633
                 'x'                       ''                       ''                        0                        0                   270635
                '12'                   '12\n'                    '1.2'                      1.0                      1.9                   270637
              '-1.0'                  '1.0\n'                    '1.0'                     0.75                      3.0                   270850
                '10'                   '20\n'                    '2.0'                      0.5                      1.8                   270855
              '16.0'                       ''                       ''                        0                        0                   270856
              '47.0'                  'oth\n'                      '0'                     0.25                      2.0                   270857
              '-0.7'                  '0.7\n'                    '0.7'                     0.75                      3.0                   270858
                '10'                       ''                       ''                        0                        0                   270863
              '20.0'                 '+ 20\n'                    '2.0'                     0.75                      1.9                   270864
                '10'                   '27\n'                    '2.7'                      0.0                     1.73                   270871
              '20.3'                  '200\n'                   '20.0'                      1.0       1.0147783251231528                   270872
              '50.0'                '25\n)\n'                    '2.5'                      0.5                     1.95                   270873
              '-0.6'                 'Vile\n'                    '1.1'                     0.25        3.833333333333334                   270874
                 '6'                       ''                       ''                        0                        0                   270880
                '12'                   '12\n'                    '1.2'                      1.0                      1.9                   270881
                 '5'                       ''                       ''                        0                        0                   270882
                '13'                   '/3\n'                    '1.3'                      1.0                      1.9                   270885
                '14'                   'HI\n'                      '1'                      0.5       1.9285714285714286                   270889
                 'x'                       ''                       ''                        0                        0                   270891
                '14'                       ''                       ''                        0                        0                   270893
              '14.4'                 '+18Y\n'                   '18.4'                     0.75       0.7222222222222223                   271104
             '752.2'                '782,2\n'                  '782.2'                      0.8       0.9601169901621909                   271105
              '-0.2'                 '-0,8\n'                   '-0.8'                     0.75      -2.0000000000000004                   271106
                 '7'                    '기\n'                       ''                        0                        0                   271108
                '10'                   'It\n'                      '1'                      0.5                      1.9                   271111
              '55.5'                    '$\n'                       ''                        0                        0                   271113
                 '7'                       ''                       ''                        0                        0                   271116
